0,92,67
1,91,67
2,90,66
3,89,67
4,87,67
5,88,67
6,86,68
7,86,68
8,84,68
9,85,65
10,84,65
11,83,68
12,84,67
13,85,63
14,86,63
15,85,65
16,85,63
17,86,62
18,84,62
19,85,65
20,86,66
21,87,65
22,88,67
23,90,66
24,90,67
25,90,65
26,93,65
27,91,62
28,93,63
29,93,62
30,94,61
31,94,61
32,94,61
33,95,61
34,95,62
35,94,62
36,94,61
37,95,64
38,95,60
39,95,61
40,93,60
41,92,62
42,90,64
43,89,64
44,87,64
45,83,65
46,81,65
47,77,64
48,75,66
49,73,67
50,72,69
51,69,70
52,68,72
53,65,71
54,62,74
55,64,73
56,62,74
57,60,71
58,61,74
59,60,74
60,61,73
61,61,74
62,63,74
63,64,77
64,64,77
65,65,78
66,64,77
67,65,77
68,64,75
69,65,76
70,66,75
71,66,74
72,66,75
73,67,73
74,68,71
75,67,69
76,68,69
77,71,67
78,70,65
79,69,64
80,71,63
81,74,63
82,74,61
83,76,58
84,81,60
85,85,60
86,86,58
87,89,57
88,95,56
89,99,58
90,104,58
91,106,59
92,109,60
93,108,57
94,112,56
95,112,57
96,111,57
97,112,58
98,110,57
99,109,59
100,107,62
101,106,61
102,103,62
103,100,62
104,97,63
105,94,63
106,92,63
107,89,62
108,85,63
109,84,62
110,83,62
111,80,62
112,79,62
113,77,61
114,76,60
115,76,56
116,75,56
117,76,57
118,76,58
119,76,58
120,77,59
121,77,58
122,75,59
123,76,59
124,76,59
125,75,59
126,74,58
127,75,56
128,74,57
129,74,57
130,74,57
131,75,58
132,74,57
133,74,58
134,75,57
135,75,56
136,75,56
137,74,55
138,75,56
139,77,56
140,78,57
141,78,57
142,79,56
143,81,55
144,81,55
145,81,55
146,81,56
147,81,55
148,82,55
149,83,56
150,83,56
151,82,54
152,82,55
153,84,54
154,83,55
155,82,55
156,81,54
157,82,55
158,81,54
159,82,55
160,81,55
161,81,56
162,81,56
163,81,58
164,81,58
165,83,59
166,84,58
167,83,60
168,83,61
169,84,60
170,84,60
171,83,63
172,84,63
173,84,63
174,86,64
175,87,65
176,86,66
177,85,65
178,84,67
179,86,68
180,87,66
181,87,65
182,87,66
183,87,65
184,88,67
185,89,68
186,91,68
187,93,69
188,93,70
189,93,72
190,95,74
191,98,76
192,100,75
193,101,78
194,103,77
195,105,81
196,105,78
197,105,80
198,108,83
199,108,83
200,111,86
201,111,89
202,113,89
203,115,86
204,116,90
205,118,87
206,118,86
207,119,85
208,118,81
209,118,79
210,116,79
211,114,73
212,109,70
213,104,68
214,101,68
215,95,66
216,93,65
217,87,64
218,82,65
219,78,62
220,74,62
221,70,63
222,67,63
223,64,61
224,63,63
225,61,61
226,60,60
227,58,61
228,60,63
229,61,65
230,62,65
231,65,65
232,66,64
233,70,66
234,70,66
235,73,70
236,78,72
237,81,71
238,82,70
239,85,72
240,86,72
241,89,75
242,90,74
243,91,72
244,90,71
245,93,74
246,94,73
247,93,73
248,93,72
249,92,70
250,91,70
251,90,70
252,88,68
253,88,68
254,85,71
255,84,69
256,85,68
